viewId,chartType,queryStr,resolvedQueryStr,md5,svgFilename,durationReceiveData,durationTotal,heapUsed,totalDataFileSize
child-labor-among-girls-and-boys-under-two-different-definitions,Dumbbell,tab=dumbbell,tab=dumbbell,868deb0f26c4c4e9382b9a62aa3c945a,child-labor-among-girls-and-boys-under-two-different-definitions-2e4910c4f9dba6b07054fc1e2a36c7bb_v16_300x160.svg,2,9,234444824,240
children-per-woman-fertility-rate-vs-level-of-prosperity,ScatterPlot,tab=scatter,tab=scatter,dbf5c8db3216b04e6d12cc904fe2622e,children-per-woman-fertility-rate-vs-level-of-prosperity-7ae6b286ba87c656487e4399a73119dc_v41_300x160.svg,22,96,288547256,939609
co-emissions-per-capita,WorldMap,tab=map,tab=map,fdc15fbc89055554ababb7246ba15e5a,co-emissions-per-capita-83275d7e04dd5874f8a63e9a2aca43be_v62_300x160.svg,4,95,250348152,899078
co-emissions-per-capita,LineChart,tab=line,tab=line,c1d51f0cb8a1301a713c9aa7d6fd8500,co-emissions-per-capita-dfdaadb3d9a271eeafcf1252a03a641f_v62_300x160.svg,3,31,276386968,899078
co-emissions-per-capita,SlopeChart,tab=slope,tab=slope,cbcaeaf9ecc14897538d0f1231b02131,co-emissions-per-capita-b641ba3f8c55310ebaa72a56775e90dd_v62_300x160.svg,7,49,267064664,899078
co-emissions-per-capita,DiscreteBar,tab=discrete-bar,tab=discrete-bar,ba240b9ebc5ae691d83b538648e2de61,co-emissions-per-capita-f88355aac84b3af61e7230eae8da2f3a_v62_300x160.svg,4,14,259184424,899078
co2-emissions-vs-gdp,ScatterPlot,tab=scatter,tab=scatter,dfb1ae28db519ab273906ad9265f803a,co2-emissions-vs-gdp-7ae6b286ba87c656487e4399a73119dc_v67_300x160.svg,117,487,341792336,3393678
co2-per-capita-marimekko,Marimekko,tab=marimekko,tab=marimekko,a03a8ff79f96a78c8e3023dad1fc6335,co2-per-capita-marimekko-319ce4be43de4150da31ae9a5de0ac26_v38_300x160.svg,80,229,356708768,2740754
cost-space-launches-low-earth-orbit,ScatterPlot,tab=scatter,tab=scatter,a67bfd6ce7cc08b6b2432d03ac8298ab,cost-space-launches-low-earth-orbit-7ae6b286ba87c656487e4399a73119dc_v22_300x160.svg,1,19,258781872,4274
covid-people-vaccinated-marimekko,Marimekko,tab=marimekko,tab=marimekko,9e926378c424d2e2052dea18066ba952,covid-people-vaccinated-marimekko-319ce4be43de4150da31ae9a5de0ac26_v1017_300x160.svg,331,1018,497033136,5312853
covid-vaccinations-vs-covid-death-rate,ScatterPlot,tab=scatter,tab=scatter,4a7086c3593c8e174975b6ff02905eda,covid-vaccinations-vs-covid-death-rate-7ae6b286ba87c656487e4399a73119dc_v4142_300x160.svg,2026,3354,803783480,19542928
death-rates-from-energy-production-per-twh,DiscreteBar,tab=discrete-bar,tab=discrete-bar,9f6a5c08c27ea473f18941d3b19ecf75,death-rates-from-energy-production-per-twh-f88355aac84b3af61e7230eae8da2f3a_v11_300x160.svg,2,6,320342728,341
deaths-in-armed-conflicts-by-country,WorldMap,tab=map,tab=map,265dadcffc833f853f769964dd85f8d9,deaths-in-armed-conflicts-by-country-83275d7e04dd5874f8a63e9a2aca43be_v84_300x160.svg,3,19,329480024,210458
deaths-in-armed-conflicts-by-country,StackedBar,tab=stacked-bar,tab=stacked-bar,ed804dfe9697f1d4ad848d52f2bdc4fb,deaths-in-armed-conflicts-by-country-68501dd450fb1055ac19ba51b2b84f64_v84_300x160.svg,3,45,302179192,210458
deaths-in-armed-conflicts-by-region,StackedBar,tab=stacked-bar,tab=stacked-bar,0de65df2ecb1c5e0aa6623669e7f1450,deaths-in-armed-conflicts-by-region-68501dd450fb1055ac19ba51b2b84f64_v72_300x160.svg,3,12,335618968,210458
deaths-in-armed-conflicts-by-region,StackedDiscreteBar,tab=stacked-discrete-bar,tab=stacked-discrete-bar,2e85d4ee1f3ca67bab5beb6248b3b734,deaths-in-armed-conflicts-by-region-a7a77a74cb2b694300091c7481efc11f_v72_300x160.svg,3,10,310906624,210458
deaths-in-armed-conflicts-by-type,StackedBar,tab=stacked-bar,tab=stacked-bar,c37bfc8563c5084483565b13afc9abbb,deaths-in-armed-conflicts-by-type-68501dd450fb1055ac19ba51b2b84f64_v40_300x160.svg,25,36,339218208,1011575
deaths-in-armed-conflicts-by-type,StackedDiscreteBar,tab=stacked-discrete-bar,tab=stacked-discrete-bar,811143321330b356653ef8f33610f666,deaths-in-armed-conflicts-by-type-a7a77a74cb2b694300091c7481efc11f_v40_300x160.svg,19,25,202123264,1011575
democracy-index-eiu,WorldMap,tab=map,tab=map,df501816fc52a74a957e4fe0d0b41858,democracy-index-eiu-83275d7e04dd5874f8a63e9a2aca43be_v111_300x160.svg,5,21,197165504,98103
democracy-index-eiu,LineChart,tab=line,tab=line,6fbc5b4bb8a3df4a96b131637f1c93a6,democracy-index-eiu-dfdaadb3d9a271eeafcf1252a03a641f_v111_300x160.svg,7,23,213076344,98103
democracy-index-eiu,SlopeChart,tab=slope,tab=slope,8d091eb31c55acd0fb8b59771392e1f6,democracy-index-eiu-b641ba3f8c55310ebaa72a56775e90dd_v111_300x160.svg,5,18,207417944,98103
democracy-index-eiu,DiscreteBar,tab=discrete-bar,tab=discrete-bar,928fe063e704767378e1fdea5bc2b1ba,democracy-index-eiu-f88355aac84b3af61e7230eae8da2f3a_v111_300x160.svg,7,13,222334296,98103
democracy-index-eiu,Marimekko,tab=marimekko,tab=marimekko,2b582facf4829ad6264ff1be40c20835,democracy-index-eiu-319ce4be43de4150da31ae9a5de0ac26_v111_300x160.svg,6,27,235694448,98103
diabetes-prevalence,WorldMap,tab=map,tab=map,9537755e1984d038291110ca215fa719,diabetes-prevalence-83275d7e04dd5874f8a63e9a2aca43be_v24_300x160.svg,2,14,212712480,12857
diabetes-prevalence,DiscreteBar,tab=discrete-bar,tab=discrete-bar,58a324de83cce1af5b7edc354fabe113,diabetes-prevalence-f88355aac84b3af61e7230eae8da2f3a_v24_300x160.svg,1,10,217344952,12857
distribution-of-population-poverty-thresholds,StackedArea,tab=stacked-area,tab=stacked-area,64ddb6957016a93ec838d18dca170439,distribution-of-population-poverty-thresholds-9da5fabd5ba19117b27cdbe481d84f99_v60_300x160.svg,9,16,248740464,447587
energy-use-per-person-vs-gdp-per-capita,ScatterPlot,tab=scatter,tab=scatter,b756a72f23c7494fe6289951d4c829d0,energy-use-per-person-vs-gdp-per-capita-7ae6b286ba87c656487e4399a73119dc_v47_300x160.svg,14,95,219284176,632081
extinct-species-since-1500,StackedDiscreteBar,tab=stacked-discrete-bar,tab=stacked-discrete-bar,9847ca4856797dfe3d92803d0f44aeb8,extinct-species-since-1500-a7a77a74cb2b694300091c7481efc11f_v8_300x160.svg,1,9,194866416,1960
female-labor-force-participation-rates-latest-vs-1980,Dumbbell,tab=dumbbell,tab=dumbbell,2395c8c306daffc1a7928501b958c847,female-labor-force-participation-rates-latest-vs-1980-2e4910c4f9dba6b07054fc1e2a36c7bb_v42_300x160.svg,3,18,364532232,155104
food-emissions-supply-chain,StackedDiscreteBar,tab=stacked-discrete-bar,tab=stacked-discrete-bar,be2630098ae39ec782ebca19760b3a88,food-emissions-supply-chain-a7a77a74cb2b694300091c7481efc11f_v22_300x160.svg,2,18,204369168,12748
food-waste-per-capita,StackedDiscreteBar,tab=stacked-discrete-bar,tab=stacked-discrete-bar,f7de4a9e93d5cb8f55e592cd490dd723,food-waste-per-capita-a7a77a74cb2b694300091c7481efc11f_v15_300x160.svg,3,10,173602744,48248
gdp-per-capita-maddison-project-database,WorldMap,tab=map,tab=map,a4a376e1430cc79a0828701f01fd907d,gdp-per-capita-maddison-project-database-83275d7e04dd5874f8a63e9a2aca43be_v53_300x160.svg,5,91,277530880,652924
gdp-per-capita-maddison-project-database,LineChart,tab=line,tab=line,e1d96ef5c1fec76b1435fd08893f063a,gdp-per-capita-maddison-project-database-dfdaadb3d9a271eeafcf1252a03a641f_v53_300x160.svg,6,29,184606360,652924
gdp-per-capita-maddison-project-database,SlopeChart,tab=slope,tab=slope,5c2354c8a71f050c61c2ffcfd79ef4fa,gdp-per-capita-maddison-project-database-b641ba3f8c55310ebaa72a56775e90dd_v53_300x160.svg,4,54,292608368,652924
gdp-per-capita-maddison-project-database,DiscreteBar,tab=discrete-bar,tab=discrete-bar,98bea3436a89cc7fa9dbb640992bee4d,gdp-per-capita-maddison-project-database-f88355aac84b3af61e7230eae8da2f3a_v53_300x160.svg,4,16,195186664,652924
gdp-per-capita-worldbank,WorldMap,tab=map,tab=map,8860d6b50ded2ef0e1fc8691d001cad1,gdp-per-capita-worldbank-83275d7e04dd5874f8a63e9a2aca43be_v58_300x160.svg,8,78,211167424,257471
gdp-per-capita-worldbank,LineChart,tab=line,tab=line,424c30a227478290716281740bfbbe55,gdp-per-capita-worldbank-dfdaadb3d9a271eeafcf1252a03a641f_v58_300x160.svg,10,36,221483040,257471
gdp-per-capita-worldbank,SlopeChart,tab=slope,tab=slope,7439f13497affc4a975a83a891992ef2,gdp-per-capita-worldbank-b641ba3f8c55310ebaa72a56775e90dd_v58_300x160.svg,6,22,245313128,257471
gdp-per-capita-worldbank,DiscreteBar,tab=discrete-bar,tab=discrete-bar,2896f329db53c09382b93872bb702038,gdp-per-capita-worldbank-f88355aac84b3af61e7230eae8da2f3a_v58_300x160.svg,7,19,240410520,257471
gdp-per-capita-worldbank,Marimekko,tab=marimekko,tab=marimekko,aa485a135ba1f29fd9cfcc468b8f8798,gdp-per-capita-worldbank-319ce4be43de4150da31ae9a5de0ac26_v58_300x160.svg,8,32,270296560,257471
gdp-vs-happiness,ScatterPlot,tab=scatter,tab=scatter,425cf6d0fa551c7d7a5a9c782a9a70e5,gdp-vs-happiness-7ae6b286ba87c656487e4399a73119dc_v56_300x160.svg,7,36,240988616,324986
ghg-per-kg-poore,DiscreteBar,tab=discrete-bar,tab=discrete-bar,fa0bd53c5c0fbfe0d2fd49f69f6d63c2,ghg-per-kg-poore-f88355aac84b3af61e7230eae8da2f3a_v19_300x160.svg,2,8,244295320,1242
ghg-per-protein-poore,DiscreteBar,tab=discrete-bar,tab=discrete-bar,4b4a2416e2b08368c5c90ad6a0f0f062,ghg-per-protein-poore-f88355aac84b3af61e7230eae8da2f3a_v29_300x160.svg,1,5,247890192,1157
global-child-deaths-by-cause,SlopeChart,tab=slope,tab=slope,ff818f435b878e6aa33014d8b742dc08,global-child-deaths-by-cause-b641ba3f8c55310ebaa72a56775e90dd_v22_300x160.svg,1,7,250574344,3131
global-whale-biomass,SlopeChart,tab=slope,tab=slope,70f7a2a4eee34332201e491f42eccf29,global-whale-biomass-b641ba3f8c55310ebaa72a56775e90dd_v7_300x160.svg,1,5,273032528,600
government-spending-by-function,StackedDiscreteBar,tab=stacked-discrete-bar,tab=stacked-discrete-bar,7ecbe05b50a3549e7fc69b693187e315,government-spending-by-function-a7a77a74cb2b694300091c7481efc11f_v28_300x160.svg,3,11,283401424,193616
government-spending-by-function,StackedArea,tab=stacked-area,tab=stacked-area,4f60099829e4834453b5c520644de18d,government-spending-by-function-9da5fabd5ba19117b27cdbe481d84f99_v28_300x160.svg,3,32,279120728,193616
government-spending-by-function,StackedBar,tab=stacked-bar,tab=stacked-bar,23052f80d424c0a57d80eb7de2758331,government-spending-by-function-68501dd450fb1055ac19ba51b2b84f64_v28_300x160.svg,3,28,223665672,193616
human-capital-index-in-2018,WorldMap,tab=map,tab=map,ebc57838bee385f0a9af15ac55021933,human-capital-index-in-2018-83275d7e04dd5874f8a63e9a2aca43be_v17_300x160.svg,2,12,246809376,29039
human-capital-index-in-2018,Marimekko,tab=marimekko,tab=marimekko,486ec2f950f687ae3c7981c1433d471f,human-capital-index-in-2018-319ce4be43de4150da31ae9a5de0ac26_v17_300x160.svg,2,10,254178816,29039
human-capital-index-in-2018,LineChart,tab=line,tab=line,6fbe383a481f48a1d39c9c7712400043,human-capital-index-in-2018-dfdaadb3d9a271eeafcf1252a03a641f_v17_300x160.svg,2,7,259140776,29039
human-capital-index-in-2018,DiscreteBar,tab=discrete-bar,tab=discrete-bar,5bfc6cdacba5416ff34f65c8e63d22f4,human-capital-index-in-2018-f88355aac84b3af61e7230eae8da2f3a_v17_300x160.svg,2,6,227782784,29039
human-capital-index-in-2018,SlopeChart,tab=slope,tab=slope,fc9ce396465c06c52979e1a501b62e01,human-capital-index-in-2018-b641ba3f8c55310ebaa72a56775e90dd_v17_300x160.svg,2,7,235792968,29039
human-development-index,WorldMap,tab=map,tab=map,00b12192f22ff25783330c0a56a67232,human-development-index-83275d7e04dd5874f8a63e9a2aca43be_v31_300x160.svg,5,27,255468952,206212
human-development-index,LineChart,tab=line,tab=line,962df51293acf86f6b37e1317eb16781,human-development-index-dfdaadb3d9a271eeafcf1252a03a641f_v31_300x160.svg,5,16,278536616,206212
human-development-index,DiscreteBar,tab=discrete-bar,tab=discrete-bar,0773584095d6b7ce39360146fafb2cf4,human-development-index-f88355aac84b3af61e7230eae8da2f3a_v31_300x160.svg,12,25,360966144,206212
human-development-index,SlopeChart,tab=slope,tab=slope,296d18f038d6ee2a4aed1dbda49e2cf9,human-development-index-b641ba3f8c55310ebaa72a56775e90dd_v31_300x160.svg,5,21,253321176,206212
human-development-index,Marimekko,tab=marimekko,tab=marimekko,5dcaa025bf559f45efd3d75f1189d420,human-development-index-319ce4be43de4150da31ae9a5de0ac26_v31_300x160.svg,4,28,254263600,206212
human-development-index-vs-gdp-per-capita,ScatterPlot,tab=scatter,tab=scatter,6f64eeacce6be2e9f895aa943bde9997,human-development-index-vs-gdp-per-capita-7ae6b286ba87c656487e4399a73119dc_v28_300x160.svg,54,189,343040960,2286763
international-tourist-arrivals-by-region-of-origin,StackedArea,tab=stacked-area,tab=stacked-area,5462a269cab8c278392843d27b8ce931,international-tourist-arrivals-by-region-of-origin-9da5fabd5ba19117b27cdbe481d84f99_v18_300x160.svg,2,8,364028648,6607
lgbt-legal-equality-index,WorldMap,tab=map,tab=map,bda4a0944d6d7b4e71fe3cf1a8db3289,lgbt-legal-equality-index-83275d7e04dd5874f8a63e9a2aca43be_v19_300x160.svg,1,13,215565200,6085
lgbt-legal-equality-index,DiscreteBar,tab=discrete-bar,tab=discrete-bar,4efec4ea2f959440859aabfc4348b5f3,lgbt-legal-equality-index-f88355aac84b3af61e7230eae8da2f3a_v19_300x160.svg,2,9,367860568,6085
life-expectancy,WorldMap,tab=map,tab=map,c8bf892d1590faa35bd1ac7251e86168,life-expectancy-83275d7e04dd5874f8a63e9a2aca43be_v64_300x160.svg,6,46,261143576,675005
life-expectancy,LineChart,tab=line,tab=line,abfccc36ca5ff7047466f10336648724,life-expectancy-dfdaadb3d9a271eeafcf1252a03a641f_v64_300x160.svg,4,16,264829720,675005
life-expectancy,DiscreteBar,tab=discrete-bar,tab=discrete-bar,d2b4f5e148d40eb11f17d4fff8308be2,life-expectancy-f88355aac84b3af61e7230eae8da2f3a_v64_300x160.svg,6,14,376253448,675005
life-expectancy-marimekko,Marimekko,tab=marimekko,tab=marimekko,c8c99aaac848f724ad59083f22ac3194,life-expectancy-marimekko-319ce4be43de4150da31ae9a5de0ac26_v38_300x160.svg,81,245,424711800,2516681
life-expectancy-vs-gdp-per-capita,ScatterPlot,tab=scatter,tab=scatter,b7d692ca369a41452159a8f77a9684e1,life-expectancy-vs-gdp-per-capita-7ae6b286ba87c656487e4399a73119dc_v39_300x160.svg,67,395,461583712,3169605
life-expectancy-vs-health-expenditure,ScatterPlot,tab=scatter,tab=scatter,0e00a383be1f274e7b4d331579f98ee1,life-expectancy-vs-health-expenditure-7ae6b286ba87c656487e4399a73119dc_v42_300x160.svg,13,43,302887528,650180
literate-and-illiterate-world-population,StackedArea,tab=stacked-area,tab=stacked-area,6c616ad475a702d5a390bf573497b60d,literate-and-illiterate-world-population-9da5fabd5ba19117b27cdbe481d84f99_v27_300x160.svg,3,9,238492192,135478
maternal-mortality-slope-chart,WorldMap,tab=map,tab=map,baa866e0a2b4d7575bae49ffb57f4eea,maternal-mortality-slope-chart-83275d7e04dd5874f8a63e9a2aca43be_v30_300x160.svg,11,31,275058104,491220
maternal-mortality-slope-chart,SlopeChart,tab=slope,tab=slope,37c1e41fc3f7f6581ad78de13042f419,maternal-mortality-slope-chart-b641ba3f8c55310ebaa72a56775e90dd_v30_300x160.svg,8,26,296685088,491220
maternal-mortality-slope-chart,ScatterPlot,tab=scatter,tab=scatter,1cf7ef3ed7c3df10a7dd1c9f3a170928,maternal-mortality-slope-chart-7ae6b286ba87c656487e4399a73119dc_v30_300x160.svg,12,76,327416280,491220
mismanaged-plastic-waste-per-capita,WorldMap,tab=map,tab=map,4422a0d7cf93297ee2efc877c78ac4de,mismanaged-plastic-waste-per-capita-83275d7e04dd5874f8a63e9a2aca43be_v16_300x160.svg,1,8,253226288,5595
mismanaged-plastic-waste-per-capita,DiscreteBar,tab=discrete-bar,tab=discrete-bar,61e78c0832f5327cf04a816ebea01d48,mismanaged-plastic-waste-per-capita-f88355aac84b3af61e7230eae8da2f3a_v16_300x160.svg,1,5,256290448,5595
multidimensional-poverty-index-mpi,WorldMap,tab=map,tab=map,aea7fa9217f24eb5fd1bd4ebf04adff6,multidimensional-poverty-index-mpi-83275d7e04dd5874f8a63e9a2aca43be_v41_300x160.svg,1,11,264727000,13187
multidimensional-poverty-index-mpi,Marimekko,tab=marimekko,tab=marimekko,bf84c4bd3e6a22e35d434a4a35a9c042,multidimensional-poverty-index-mpi-319ce4be43de4150da31ae9a5de0ac26_v41_300x160.svg,2,11,271900144,13187
natural-disasters-by-type,StackedBar,tab=stacked-bar,tab=stacked-bar,e1fb804565037cf2eefa1e91d09c81fe,natural-disasters-by-type-68501dd450fb1055ac19ba51b2b84f64_v26_300x160.svg,1,12,279239992,33159
nuclear-warhead-inventories,StackedDiscreteBar,tab=stacked-discrete-bar,tab=stacked-discrete-bar,a90ccbabf5065cd9081c964f47924893,nuclear-warhead-inventories-a7a77a74cb2b694300091c7481efc11f_v75_300x160.svg,2,9,282949856,1177
number-of-armed-conflicts,StackedBar,tab=stacked-bar,tab=stacked-bar,b345147981598d76b429bf83d813cc28,number-of-armed-conflicts-68501dd450fb1055ac19ba51b2b84f64_v51_300x160.svg,27,32,269241576,1025514
number-of-armed-conflicts,StackedDiscreteBar,tab=stacked-discrete-bar,tab=stacked-discrete-bar,5c60fdcbe50d05b344712bda8d946660,number-of-armed-conflicts-a7a77a74cb2b694300091c7481efc11f_v51_300x160.svg,18,23,347710344,1025514
number-of-deaths-by-risk-factor,DiscreteBar,tab=discrete-bar,tab=discrete-bar,a2bb7894ab1d8e2186c81c57d528ee1e,number-of-deaths-by-risk-factor-f88355aac84b3af61e7230eae8da2f3a_v47_300x160.svg,113,124,481562928,6480292
number-of-nuclear-weapons-tests,StackedBar,tab=stacked-bar,tab=stacked-bar,0055ae4cb554ea78919957ad0623b82f,number-of-nuclear-weapons-tests-68501dd450fb1055ac19ba51b2b84f64_v27_300x160.svg,1,14,314759256,16286
per-capita-co2-region,Marimekko,tab=marimekko,tab=marimekko,1a91704cf65c1fb8f47efa72e03e8edd,per-capita-co2-region-319ce4be43de4150da31ae9a5de0ac26_v29_300x160.svg,50,55,319227328,2731456
per-capita-energy-stacked,StackedDiscreteBar,tab=stacked-discrete-bar,tab=stacked-discrete-bar,99924c2e731a6d9884bf849c68519d8c,per-capita-energy-stacked-a7a77a74cb2b694300091c7481efc11f_v24_300x160.svg,30,41,362343912,1420428
per-capita-meat-consumption-by-type-kilograms-per-year,StackedArea,tab=stacked-area,tab=stacked-area,292cf8211e50f5339b6325f95dd12a5d,per-capita-meat-consumption-by-type-kilograms-per-year-9da5fabd5ba19117b27cdbe481d84f99_v18_300x160.svg,36,42,348884424,2167695
per-capita-meat-type,StackedDiscreteBar,tab=stacked-discrete-bar,tab=stacked-discrete-bar,3fc2bbe563b2c11ef3471b05e49fdc0a,per-capita-meat-type-a7a77a74cb2b694300091c7481efc11f_v19_300x160.svg,41,51,296774616,2604293
plastic-waste-incinerated,SlopeChart,tab=slope,tab=slope,df99d02472f9bb122b026db1acd3bca5,plastic-waste-incinerated-b641ba3f8c55310ebaa72a56775e90dd_v11_300x160.svg,1,6,351936896,6794
plastic-waste-landfill,SlopeChart,tab=slope,tab=slope,fc9c19e64ec9b41f887e5cb4c36fc50c,plastic-waste-landfill-b641ba3f8c55310ebaa72a56775e90dd_v12_300x160.svg,2,7,355072776,6855
population,WorldMap,tab=map,tab=map,4be6939b672b814aab6771f3faca45f7,population-83275d7e04dd5874f8a63e9a2aca43be_v55_300x160.svg,10,53,330443192,1832378
population,LineChart,tab=line,tab=line,24e8d03dccf709d377462741951827fd,population-dfdaadb3d9a271eeafcf1252a03a641f_v55_300x160.svg,12,42,377199416,1832378
population,DiscreteBar,tab=discrete-bar,tab=discrete-bar,449877bea748e136ce949ad6ae7345ba,population-f88355aac84b3af61e7230eae8da2f3a_v55_300x160.svg,12,27,497636656,1832378
population-by-age-group,StackedArea,tab=stacked-area,tab=stacked-area,4692cf6a99a586b5a135c18e5925780e,population-by-age-group-9da5fabd5ba19117b27cdbe481d84f99_v29_300x160.svg,52,61,511887096,2994519
population-density,WorldMap,tab=map,tab=map,76fe1ce6cc9a448fba6b0d22f6337b81,population-density-83275d7e04dd5874f8a63e9a2aca43be_v51_300x160.svg,11,109,510085072,2546423
population-density,LineChart,tab=line,tab=line,ac15a8caabd0e8da0ab5eb8bed01f55f,population-density-dfdaadb3d9a271eeafcf1252a03a641f_v51_300x160.svg,10,35,402146440,2546423
population-density,DiscreteBar,tab=discrete-bar,tab=discrete-bar,6715eed3fec3fad23c12cc3bf1c650d8,population-density-f88355aac84b3af61e7230eae8da2f3a_v51_300x160.svg,8,22,348703960,2546423
population-marimekko,WorldMap,tab=map,tab=map,4be6939b672b814aab6771f3faca45f7,population-marimekko-83275d7e04dd5874f8a63e9a2aca43be_v56_300x160.svg,35,113,387001760,1841676
population-marimekko,Marimekko,tab=marimekko,tab=marimekko,bb7fe8c37eed9ff3c46ce611862464f0,population-marimekko-319ce4be43de4150da31ae9a5de0ac26_v56_300x160.svg,41,109,549935408,1841676
population-regions-with-projections,StackedArea,tab=stacked-area,tab=stacked-area,3f78fc0d9732071b41b2eb34c945df27,population-regions-with-projections-9da5fabd5ba19117b27cdbe481d84f99_v57_300x160.svg,14,47,430628952,2461088
population-using-solid-fuels-for-cooking,SlopeChart,tab=slope,tab=slope,80a2c6d7f2ecf4f0091eaa583e404c70,population-using-solid-fuels-for-cooking-b641ba3f8c55310ebaa72a56775e90dd_v6_300x160.svg,2,8,500133288,916
population-with-un-projections,WorldMap,tab=map,tab=map,a4d804fefa17dcf3dd72b99979753af6,population-with-un-projections-83275d7e04dd5874f8a63e9a2aca43be_v59_300x160.svg,50,138,549433816,1259390
population-with-un-projections,LineChart,tab=line,tab=line,97ef0d2cfd78078eaa3cbd39a16c1548,population-with-un-projections-dfdaadb3d9a271eeafcf1252a03a641f_v59_300x160.svg,26,45,553396776,1259390
population-with-un-projections,DiscreteBar,tab=discrete-bar,tab=discrete-bar,0e0219799ea95a5a731a22bd57179500,population-with-un-projections-f88355aac84b3af61e7230eae8da2f3a_v59_300x160.svg,26,36,408973000,1259390
